"集","段","镜","集内开始秒","集内结束秒","设计时长","H3兜底生成时长","首帧","可选尾帧","中文内容","剪辑备注"
"6","E06-06","1","61.5","65","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-06\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-06\f2.png","许知遥：“责任书也会进鉴定。”（没有回避）","使用尾帧：整段匀速变速到 3.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"6","E06-06","2","65","69","4","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-06\f2.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-06\f3.png","动作：高嵩伸手去抓封闭透明袋，程野把袋装联单收回身前，全程没有开袋。；程野：“这一次，谁也扔不回水里。”（直视高嵩）","可保留精确尾帧，无需裁切"
"6","E06-06","3","69","74","5","5","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-06\f3.png","","动作：围观者的现场视频传到项目方后，高嵩的手机连续震动；他低头接起项目主管的电话。；画外信息：“现场拆迁暂停，所有材料原地封存。”（电话里的项目主管，急促而正式）","按设计时长输出"
"6","E06-07","1","74","78","4","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-07\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-07\f2.png","动作：程野把同一部裂屏残录手机放到封闭联单保护袋旁，说：‘还有你的原话，一份不少。’他说完闭口后，手机残录才继续播放。","可保留精确尾帧，无需裁切"
"6","E06-07","2","78","82.5","4.5","5","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-07\f2.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-07\f3.png","高嵩：“断断续续的东西，证明不了什么。”（急着替自己定性）","使用尾帧：整段匀速变速到 4.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"6","E06-07","3","82.5","86.5","4","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-07\f3.png","","动作：拆迁设备依次熄火，候船厅前安静下来。；高嵩：“暂停不等于翻案。”（握着手机，声音发紧）","按设计时长输出"
"6","E06-08","1","86.5","91","4.5","5","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-08\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-08\f2.png","许知遥：“对。接下来每一项，都公开核验。”（把同一台摔裂电台放到始终封闭的透明袋旁）","使用尾帧：整段匀速变速到 4.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"6","E06-08","2","91","96","5","5","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-08\f2.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-08\f3.png","画外信息：“此前提交的七一九事故材料已受理，启动复查。”（电话扩音里的正式通知，仅表示受理而非结论）","可保留精确尾帧，无需裁切"
"6","E06-08","3","96","99.5","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-08\f3.png","","短暂时间跳切后，程野双手把封闭的联单保护袋交给按受理流程赶到现场的一双中性手套，开始受控登记交接；接收人员的脸和身体不入画。","在动作完成点尾裁到 3.5s"
"6","E06-09","1","99.5","103.5","4","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-09\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-09\f2.png","动作：黄昏时，许知遥把同一台摔裂电台固定进救生圈档案夹层的公开透明支架；这不是隐藏藏匿。程野站在两级石阶上说：‘至少今天，他们停了。’","可保留精确尾帧，无需裁切"
"6","E06-09","2","103.5","108.5","5","5","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-09\f2.png","","许知遥整理电台的透明归档支架并贴上空白标签，说：‘不是为了赢。是让每一件证据，都能被核验。’标签文字后期处理，生图不生成可读内容。","按设计时长输出"
"6","E06-10","1","108.5","112.5","4","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-10\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-10\f2.png","动作：公开透明归档支架里的摔裂电台保持烧痕、未补漆；许知遥收回双手。潮水退下，最低两级石阶露出深浅两道水线。","可保留精确尾帧，无需裁切"
"6","E06-10","2","112.5","116","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E06-10\f2.png","","动作：许知遥自己的普通手机震动；生图只显示模糊空白通知卡。受理文案和虚构编号仅在后期叠加，不把任何具体文字交给生图或 H3 模型。","在动作完成点尾裁到 3.5s"
