"集","段","镜","集内开始秒","集内结束秒","设计时长","H3兜底生成时长","首帧","可选尾帧","中文内容","剪辑备注"
"4","E04-04","2","42","45","3","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-04\f2.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-04\f3.png","许知遥：“我哥为什么会在货仓？”（不让他绕开）","使用尾帧：整段匀速变速到 3s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-04","3","45","48.5","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-04\f3.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-04\f4.png","高嵩：“他偷了电台，想学大人报险。”（语气里带着轻蔑）","使用尾帧：整段匀速变速到 3.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-04","4","48.5","52","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-04\f4.png","","高嵩：“最后，他把自己送上了船。”（刻意放慢）","在动作完成点尾裁到 3.5s"
"4","E04-05","1","52","56.5","4.5","5","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-05\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-05\f2.png","动作：门外的程野抬起手机，把收音口贴近门缝。；许知遥：“你连一个不能开口的孩子都要推过去。”（声线更低）","使用尾帧：整段匀速变速到 4.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-05","2","56.5","61.5","5","5","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-05\f2.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-05\f3.png","高嵩：“我是在提醒你，查下去，你连最后的家也保不住。”（礼貌中露出威胁）","可保留精确尾帧，无需裁切"
"4","E04-05","3","61.5","65","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-05\f3.png","","动作：高嵩低头看见门缝下晃动的人影。；动作：高嵩一把拉开货仓门。","在动作完成点尾裁到 3.5s"
"4","E04-06","1","65","68.5","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-06\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-06\f2.png","动作：程野后退两步，手机仍举在胸前。；高嵩：“录到了什么？”（笑意已经消失）","使用尾帧：整段匀速变速到 3.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-06","2","68.5","71.5","3","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-06\f2.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-06\f3.png","程野：“够你解释很久。”（短促，转身前回答）","使用尾帧：整段匀速变速到 3s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-06","3","71.5","74.5","3","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-06\f3.png","","动作：程野转身跑向候船厅，高嵩立即追了出去。","在动作完成点尾裁到 3s"
"4","E04-07","1","74.5","78","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-07\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-07\f2.png","动作：程野跑下石阶，许知遥抱着电台紧跟在后。；动作：高嵩转身夺过电台，用力摔在石阶上。","使用尾帧：整段匀速变速到 3.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-07","2","78","81.5","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-07\f2.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-07\f3.png","动作：橙色外壳裂开，存储板从缝里滑了出来。；高嵩：“现在，你还剩什么？”（呼吸略乱，重新挤出笑）","使用尾帧：整段匀速变速到 3.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-07","3","81.5","85","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-07\f3.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-07\f4.png","动作：许知遥蹲下捡起裂开的电台。；许知遥：“三份备份。”（平静得没有停顿）","使用尾帧：整段匀速变速到 3.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-07","4","85","89","4","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-07\f4.png","","动作：高嵩停在石阶上，没有再往前走。；许知遥：“档案修复，从来不在原介质上做。”（把断裂存储板装回外壳）","按设计时长输出"
"4","E04-08","1","89","94","5","5","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-08\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-08\f2.png","程野：“你毁掉的，只是我们愿意让你看见的那份。”（站到许知遥身边）","可保留精确尾帧，无需裁切"
"4","E04-08","2","94","97.5","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-08\f2.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-08\f3.png","动作：高嵩转身指向黑暗中的货仓。；高嵩：“明早九点，拆迁启动。”（不再掩饰威胁）","使用尾帧：整段匀速变速到 3.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-08","3","97.5","101","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-08\f3.png","","高嵩：“里面的湿纸，一张都留不住。”（目光落在程野的手机上）","在动作完成点尾裁到 3.5s"
"4","E04-09","1","101","105","4","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-09\f1.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-09\f2.png","程野：“你越急，水下那份东西越值得找。”（故意把水下两个字说重）","可保留精确尾帧，无需裁切"
"4","E04-09","2","105","108.5","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-09\f2.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-09\f3.png","动作：高嵩沿着栈桥快步离开。；许知遥：“刚才录到了多少？”（立刻转向程野）","使用尾帧：整段匀速变速到 3.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-09","3","108.5","112","3.5","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-09\f3.png","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-09\f4.png","动作：程野点开手机里的残缺录音。；动作：爆音过后，手机里挤出三个断续词组。","使用尾帧：整段匀速变速到 3.5s，禁止尾裁；仅首帧：可在动作完成点尾裁"
"4","E04-09","4","112","116","4","4","E:\0822_codex_project\projects\shuohao-skills\experiments\tide-marks\storyboard-full-pack\E04-09\f4.png","","高嵩：“她的学籍……住处……让他签。”（来自手机残录，失真而断裂）","按设计时长输出"
